Image,url,date_sold,price_in_US,shipping_cost,title,converted_price,profit,ROI,brand,cost
https://i.ebayimg.com/images/g/myUAAOSwTLdjrcJN/s-l1200.jpg,https://www.ebay.com/itm/255902071099?nordt=true&orig_cvip=true&rt=nc,2023-01-03,11.5,4.25,''used small crkt pazoda pocket knifeused small crkt pazoda pocket knife,15.75,-4.297499999999999,-28.65,crkt,15.0
https://i.ebayimg.com/images/g/7gMAAOSwIJljdoao/s-l1200.jpg,https://www.ebay.com/itm/155262807643?nordt=true&orig_cvip=true&rt=nc,2023-01-03,19.5,0.0,"''crkt m16-10z single blade folding pocket knife carson design pat 5,596,808crkt m16-10z single blade folding pocket knife carson design pat 5,596,808",19.5,-1.0350000000000001,-6.9,crkt,15.0
https://i.ebayimg.com/images/g/rBQAAOSwTcRjtDBJ/s-l1200.jpg,https://www.ebay.com/itm/325485701992?nordt=true&orig_cvip=true&rt=nc,2023-01-03,30.0,5.45,''crkt knife m16-14sfgcrkt knife m16-14sfg,35.45,12.841500000000003,85.61000000000001,crkt,15.0
https://i.ebayimg.com/images/g/EbwAAOSw1GBgibHI/s-l1200.jpg,https://www.ebay.com/itm/233986883266?nordt=true&orig_cvip=true&rt=nc,2023-01-03,32.41,0.0,''crkt m16-13z carson design folding pocket knife combo spear point liner nyloncrkt m16-13z carson design folding pocket knife combo spear point liner nylon,32.41,10.196699999999996,67.97799999999997,crkt,15.0
https://i.ebayimg.com/images/g/GGYAAOSwB3JjoS3K/s-l1200.jpg,https://www.ebay.com/itm/364091812864?nordt=true&orig_cvip=true&rt=nc,2023-01-03,9.99,6.1,''crkt 2490ks squid burnley design pocket knife! fast shipping!crkt 2490ks squid burnley design pocket knife! fast shipping!,16.09,-4.0017,-26.677999999999997,crkt,15.0
https://i.ebayimg.com/images/g/uHEAAOSwCmxht76p/s-l1200.jpg,https://www.ebay.com/itm/234333807834?nordt=true&orig_cvip=true&rt=nc,2023-01-03,60.0,0.0,''ruger by crkt r2001k all cylinders harsey design folding pocket knife plain g10 ruger by crkt r2001k all cylinders harsey design folding pocket knife plain g10,60.0,34.2,228.00000000000003,crkt,15.0
https://i.ebayimg.com/images/g/JbEAAOSwtQpiv8u7/s-l1200.jpg,https://www.ebay.com/itm/295440179208?nordt=true&orig_cvip=true&rt=nc,2023-01-02,16.99,0.0,''crkt 2490ks squid burnley design pocket knifecrkt 2490ks squid burnley design pocket knife,16.99,-3.218700000000002,-21.458000000000013,crkt,15.0
https://i.ebayimg.com/images/g/3bQAAOSw~-piuoEJ/s-l1200.jpg,https://www.ebay.com/itm/295440177471?nordt=true&orig_cvip=true&rt=nc,2023-01-02,20.36,0.0,''crkt crawford falcon 6242 folding pocket knifecrkt crawford falcon 6242 folding pocket knife,20.36,-0.2867999999999995,-1.9119999999999966,crkt,15.0
https://i.ebayimg.com/images/g/Ii4AAOSw389jpmM~/s-l1200.jpg,https://www.ebay.com/itm/404071014608?nordt=true&orig_cvip=true&rt=nc,2023-01-02,132.5,11.9,''crkt graham ringed razel knife - unused - excellent - rare - scuffs on sheathcrkt graham ringed razel knife - unused - excellent - rare - scuffs on sheath,144.4,107.628,717.52,crkt,15.0
https://i.ebayimg.com/images/g/rfwAAOSwAfZjrgcH/s-l1200.jpg,https://www.ebay.com/itm/144877701980?nordt=true&orig_cvip=true&rt=nc,2023-01-02,19.0,0.0,''crkt outrage k320gxp folding pocket knifecrkt outrage k320gxp folding pocket knife,19.0,-1.4699999999999989,-9.799999999999992,crkt,15.0
https://i.ebayimg.com/images/g/eYAAAOSwm3djrPPV/s-l1200.jpg,https://www.ebay.com/itm/275597233819?nordt=true&orig_cvip=true&rt=nc,2023-01-02,20.5,5.45,''columbia river knife tools crkt m16-10ksf tanto lockback folding survival knivescolumbia river knife tools crkt m16-10ksf tanto lockback folding survival knives,25.95,4.576499999999999,30.509999999999998,crkt,15.0
https://i.ebayimg.com/images/g/EpEAAOSwYqRjrPF6/s-l1200.jpg,https://www.ebay.com/itm/314295442318?nordt=true&orig_cvip=true&rt=nc,2023-01-02,20.5,6.1,''nm crkt columbia river halligan kiss 5500k lockback folding knife knives vintagenm crkt columbia river halligan kiss 5500k lockback folding knife knives vintage,26.6,5.1419999999999995,34.279999999999994,crkt,15.0
https://i.ebayimg.com/images/g/7QMAAOSwMnhjrOzS/s-l1200.jpg,https://www.ebay.com/itm/275597211499?nordt=true&orig_cvip=true&rt=nc,2023-01-02,31.0,6.0,''columbia river knife tools crkt 6280rk schwarz overland lockback folding knivescolumbia river knife tools crkt 6280rk schwarz overland lockback folding knives,37.0,14.189999999999998,94.59999999999998,crkt,15.0
https://i.ebayimg.com/images/g/4sYAAOSwqzdjjOTW/s-l1200.jpg,https://www.ebay.com/itm/195533831075?nordt=true&orig_cvip=true&rt=nc,2023-01-02,29.99,6.0,''crkt tuna 2520 burnley design folding framelock pocket knife od green g10crkt tuna 2520 burnley design folding framelock pocket knife od green g10,35.989999999999995,13.311299999999996,88.74199999999998,crkt,15.0
https://i.ebayimg.com/images/g/Cm8AAOSwPFVjqjvP/s-l1200.jpg,https://www.ebay.com/itm/255897840781?nordt=true&orig_cvip=true&rt=nc,2023-01-02,8.5,6.66,''crkt knife m16-01kzcrkt knife m16-01kz,15.16,-4.8108,-32.072,crkt,15.0
https://i.ebayimg.com/images/g/PY0AAOSw-AljqbWX/s-l1200.jpg,https://www.ebay.com/itm/165853114309?nordt=true&orig_cvip=true&rt=nc,2023-01-02,24.5,5.5,''desert tan aluminum crkt m 16-14d serrated tanto linerlock knife carson designdesert tan aluminum crkt m 16-14d serrated tanto linerlock knife carson design,30.0,8.100000000000001,54.000000000000014,crkt,15.0
https://i.ebayimg.com/images/g/q6kAAOSwe~RjsICB/s-l1200.jpg,https://www.ebay.com/itm/195540017674?nordt=true&orig_cvip=true&rt=nc,2023-01-02,40.15,5.85,''crkt williams heiho sensei pocket knife w/factory box discontinued collectablecrkt williams heiho sensei pocket knife w/factory box discontinued collectable,46.0,22.020000000000003,146.8,crkt,15.0
